id,hash_mode,speed,accel,loops,thr,vec
55,1720 - sha512($salt.$pass),2082.8 MH/s (273.12ms),128,256,256,1
56,1722 - macOS v10.7,2067.1 MH/s (275.14ms),128,256,256,1
57,1730 - sha512(utf16le($pass).$salt),2290.7 MH/s (247.92ms),128,256,256,1
58,"1731 - MSSQL (2012, 2014)",2286.3 MH/s (248.42ms),128,256,256,1
59,1740 - sha512($salt.utf16le($pass)),2117.6 MH/s (268.33ms),128,256,256,1
60,1750 - HMAC-SHA512 (key = $pass),465.4 MH/s (305.41ms),128,64,256,1
61,1760 - HMAC-SHA512 (key = $salt),976.0 MH/s (291.27ms),128,128,256,1
62,"1800 - sha512crypt $6$, SHA512 (Unix) (Iterations: 5000)",313.4 kH/s (357.88ms),1024,256,32,1
63,"2100 - Domain Cached Credentials 2 (DCC2), MS Cache 2 (Iterations: 10240)",604.4 kH/s (367.12ms),128,1024,256,1
64,2400 - Cisco-PIX MD5,36246.5 MH/s (62.49ms),128,1024,256,4
65,2410 - Cisco-ASA MD5,37568.6 MH/s (60.32ms),128,1024,256,4
66,2500 - WPA-EAPOL-PBKDF2 (Iterations: 4096),744.9 kH/s (372.00ms),128,512,256,1
67,2501 - WPA-EAPOL-PMK (Iterations: 1),178.7 MH/s (0.01ms),128,1,256,1
68,2600 - md5(md5($pass)),14676.8 MH/s (154.89ms),128,1024,256,1
69,2611 - vBulletin < v3.8.5,14457.0 MH/s (157.17ms),128,1024,256,1
70,2612 - PHPS,14368.4 MH/s (158.00ms),128,1024,256,1
71,2711 - vBulletin >= v3.8.5,10164.1 MH/s (223.60ms),128,1024,256,1
72,"2811 - IPB2+ (Invision Power Board), MyBB 1.2+",10571.6 MH/s (215.01ms),128,1024,256,1
73,3000 - LM,42408.1 MH/s (53.24ms),128,1024,256,1
74,3100 - Oracle H: Type (Oracle 7+),1298.7 MH/s (438.08ms),128,256,256,1
75,"3200 - bcrypt $2*$, Blowfish (Unix) (Iterations: 32)",26544 H/s (160.35ms),32,8,8,1
76,3710 - md5($salt.md5($pass)),13373.0 MH/s (169.92ms),128,1024,256,1
77,3711 - MediaWiki B type,13403.9 MH/s (169.54ms),128,1024,256,1
78,3800 - md5($salt.$pass.$salt),27712.7 MH/s (81.85ms),128,1024,256,4
79,3910 - md5(md5($pass).md5($salt)),10215.2 MH/s (222.63ms),128,1024,256,1
80,4010 - md5($salt.md5($salt.$pass)),10959.7 MH/s (207.53ms),128,1024,256,4
81,4110 - md5($salt.md5($pass.$salt)),12127.8 MH/s (187.53ms),128,1024,256,4
82,4300 - md5(strtoupper(md5($pass))),14360.2 MH/s (158.25ms),128,1024,256,1
83,4400 - md5(sha1($pass)),8292.6 MH/s (274.20ms),128,1024,256,1
84,4500 - sha1(sha1($pass)),6141.3 MH/s (370.44ms),128,1024,256,1
85,4520 - sha1($salt.sha1($pass)),5258.5 MH/s (432.81ms),128,1024,256,2
86,4521 - Redmine,5285.3 MH/s (430.67ms),128,1024,256,2
87,4522 - PunBB,5277.8 MH/s (431.31ms),128,1024,256,2
88,4700 - sha1(md5($pass)),8806.0 MH/s (258.16ms),128,1024,256,1
89,"4800 - iSCSI CHAP authentication, MD5(CHAP)",29887.1 MH/s (75.86ms),128,1024,256,4
90,4900 - sha1($salt.$pass.$salt),11808.5 MH/s (192.57ms),128,1024,256,4
91,5100 - Half MD5,31653.9 MH/s (71.62ms),128,1024,256,4
92,5200 - Password Safe v3 (Iterations: 2048),2842.9 kH/s (386.29ms),128,1024,256,1
93,5300 - IKE-PSK MD5,3975.6 MH/s (285.98ms),128,512,256,1
94,5400 - IKE-PSK SHA1,1440.9 MH/s (394.78ms),128,256,256,1
95,5500 - NetNTLMv1 / NetNTLMv1+ESS,40620.9 MH/s (55.64ms),128,1024,256,1
96,5600 - NetNTLMv2,3593.6 MH/s (316.44ms),128,512,256,1
97,5700 - Cisco-IOS type 4 (SHA256),7073.6 MH/s (321.50ms),128,1024,256,1
98,5800 - Samsung Android Password/PIN (Iterations: 1023),10705.5 kH/s (196.96ms),128,1023,256,1
99,6000 - RIPEMD-160,9369.7 MH/s (242.64ms),128,1024,256,1
100,6100 - Whirlpool,406.5 MH/s (349.85ms),128,64,256,1
101,6211 - TrueCrypt PBKDF2-HMAC-RIPEMD160 + XTS 512 bit (Iterations: 2000),534.4 kH/s (476.05ms),128,256,256,1
102,6212 - TrueCrypt PBKDF2-HMAC-RIPEMD160 + XTS 1024 bit (Iterations: 2000),328.6 kH/s (426.25ms),128,128,256,1
103,6213 - TrueCrypt PBKDF2-HMAC-RIPEMD160 + XTS 1536 bit (Iterations: 2000),227.1 kH/s (307.55ms),128,64,256,1
104,6221 - TrueCrypt PBKDF2-HMAC-SHA512 + XTS 512 bit (Iterations: 1000),872.0 kH/s (279.17ms),128,125,256,1
105,6222 - TrueCrypt PBKDF2-HMAC-SHA512 + XTS 1024 bit (Iterations: 1000),491.0 kH/s (278.02ms),128,62,256,1
106,6223 - TrueCrypt PBKDF2-HMAC-SHA512 + XTS 1536 bit (Iterations: 1000),325.3 kH/s (418.73ms),128,62,256,1
107,6231 - TrueCrypt PBKDF2-HMAC-Whirlpool + XTS 512 bit (Iterations: 1000),62569 H/s (1096.05ms),64,62,256,1
108,6232 - TrueCrypt PBKDF2-HMAC-Whirlpool + XTS 1024 bit (Iterations: 1000),31149 H/s (1097.57ms),64,31,256,1
109,6233 - TrueCrypt PBKDF2-HMAC-Whirlpool + XTS 1536 bit (Iterations: 1000),20872 H/s (821.09ms),32,31,256,1
110,6241 - TrueCrypt PBKDF2-HMAC-RIPEMD160 + XTS 512 bit + boot-mode (Iterations: 1000),998.5 kH/s (470.55ms),128,250,256,1
111,6242 - TrueCrypt PBKDF2-HMAC-RIPEMD160 + XTS 1024 bit + boot-mode (Iterations: 1000),525.3 kH/s (414.21ms),128,125,256,1
112,6243 - TrueCrypt PBKDF2-HMAC-RIPEMD160 + XTS 1536 bit + boot-mode (Iterations: 1000),455.3 kH/s (297.59ms),128,62,256,1
113,6300 - AIX {smd5} (Iterations: 1000),20873.5 kH/s (95.68ms),1024,1000,32,1
114,6400 - AIX {ssha256} (Iterations: 64),35117.2 kH/s (50.22ms),128,64,256,1
115,6500 - AIX {ssha512} (Iterations: 64),13339.9 kH/s (142.92ms),128,64,256,1
116,"6600 - 1Password, agilekeychain (Iterations: 1000)",5983.7 kH/s (355.08ms),128,1000,256,1
117,6700 - AIX {ssha1} (Iterations: 64),51899.5 kH/s (28.65ms),128,64,256,1
118,6800 - LastPass + LastPass sniffed (Iterations: 500),5529.0 kH/s (376.93ms),128,500,256,1
119,6900 - GOST R 34.11-94,403.9 MH/s (352.22ms),128,64,256,1
120,7000 - FortiGate (FortiOS),12951.6 MH/s (175.52ms),128,1024,256,1
121,7100 - macOS v10.8+ (PBKDF2-SHA512) (Iterations: 35000),28221 H/s (286.76ms),128,128,256,1
122,7200 - GRUB 2 (Iterations: 10000),98765 H/s (286.75ms),128,128,256,1
123,7300 - IPMI2 RAKP HMAC-SHA1,3055.8 MH/s (372.25ms),128,512,256,1
124,"7400 - sha256crypt $5$, SHA256 (Unix) (Iterations: 5000)",953.9 kH/s (460.92ms),128,1024,256,1
125,7500 - Kerberos 5 AS-REQ Pre-Auth etype 23,620.4 MH/s (458.75ms),512,128,64,1
126,7700 - SAP CODVN B (BCODE),2638.2 MH/s (431.24ms),128,512,256,1
127,7701 - SAP CODVN B (BCODE) mangled from RFC_READ_TABLE,2806.3 MH/s (405.41ms),128,512,256,1
128,7800 - SAP CODVN F/G (PASSCODE),2337.3 MH/s (486.92ms),128,512,256,1
129,7801 - SAP CODVN F/G (PASSCODE) mangled from RFC_READ_TABLE,3421.8 MH/s (332.47ms),128,512,256,1
130,7900 - Drupal7 (Iterations: 16384),120.9 kH/s (286.49ms),128,256,256,1
131,8000 - Sybase ASE,835.8 MH/s (340.33ms),128,128,256,1
132,8100 - Citrix NetScaler,13527.2 MH/s (168.09ms),128,1024,256,1
133,"8200 - 1Password, cloudkeychain (Iterations: 40000)",24750 H/s (286.07ms),128,128,256,1
134,8300 - DNSSEC (NSEC3),5981.1 MH/s (380.34ms),128,1024,256,1
135,8400 - WBB3 (Woltlab Burning Board),2419.6 MH/s (470.22ms),128,512,256,1
136,8500 - RACF,4597.4 MH/s (495.11ms),128,1024,256,1
137,8600 - Lotus Notes/Domino 5,360.0 MH/s (395.22ms),128,64,256,1
138,8700 - Lotus Notes/Domino 6,118.5 MH/s (300.09ms),64,32,256,1
139,8800 - Android FDE <= 4.3 (Iterations: 2000),1502.6 kH/s (363.01ms),128,512,256,1
140,8900 - scrypt (Iterations: 1),1163.7 kH/s (9.70ms),16,1,16,1
141,9000 - Password Safe v2 (Iterations: 1000),582.6 kH/s (154.10ms),512,500,8,1
142,9100 - Lotus Notes/Domino 8 (Iterations: 5000),1227.7 kH/s (357.72ms),128,1024,256,1
143,9200 - Cisco-IOS $8$ (PBKDF2-SHA256) (Iterations: 20000),145.6 kH/s (389.83ms),128,512,256,1
144,9300 - Cisco-IOS $9$ (scrypt) (Iterations: 1),56475 H/s (103.01ms),16,1,8,1
145,9400 - MS Office 2007 (Iterations: 50000),248.1 kH/s (183.31ms),128,1024,256,1
146,9500 - MS Office 2010 (Iterations: 100000),124.1 kH/s (183.22ms),128,1024,256,1
147,9600 - MS Office 2013 (Iterations: 100000),20297 H/s (279.69ms),128,256,256,1
148,"9700 - MS Office <= 2003 $0/$1, MD5 + RC4",560.0 MH/s (254.05ms),256,128,64,1
149,"9710 - MS Office <= 2003 $0/$1, MD5 + RC4, collider #1",615.9 MH/s (459.40ms),256,256,64,1
150,"9720 - MS Office <= 2003 $0/$1, MD5 + RC4, collider #2",4164.3 MH/s (273.05ms),128,512,256,1
151,"9800 - MS Office <= 2003 $3/$4, SHA1 + RC4",627.2 MH/s (453.78ms),512,128,64,1
152,"9810 - MS Office <= 2003 $3, SHA1 + RC4, collider #1",677.5 MH/s (417.33ms),256,256,64,1
153,"9820 - MS Office <= 2003 $3, SHA1 + RC4, collider #2",6316.6 MH/s (359.97ms),128,1024,256,1
154,9900 - Radmin2,18113.0 MH/s (125.37ms),128,1024,256,4
155,10000 - Django (PBKDF2-SHA256) (Iterations: 20000),144.6 kH/s (392.39ms),128,512,256,1
156,10100 - SipHash,55912.4 MH/s (40.39ms),128,1024,256,1
157,10200 - CRAM-MD5,8029.8 MH/s (283.20ms),128,1024,256,1
158,10300 - SAP CODVN H (PWDSALTEDHASH) iSSHA-1 (Iterations: 1023),10248.0 kH/s (206.32ms),128,1023,256,1
159,10400 - PDF 1.1 - 1.3 (Acrobat 2 - 4),723.6 MH/s (393.21ms),512,128,64,1
160,"10410 - PDF 1.1 - 1.3 (Acrobat 2 - 4), collider #1",740.1 MH/s (381.73ms),256,256,64,1
161,"10420 - PDF 1.1 - 1.3 (Acrobat 2 - 4), collider #2",15228.9 MH/s (149.17ms),128,1024,256,1
162,10500 - PDF 1.4 - 1.6 (Acrobat 5 - 8) (Iterations: 70),29773.0 kH/s (63.65ms),512,70,64,1
163,10600 - PDF 1.7 Level 3 (Acrobat 9),7090.3 MH/s (320.77ms),128,1024,256,1
164,10700 - PDF 1.7 Level 8 (Acrobat 10 - 11) (Iterations: 64),91207 H/s (571.80ms),48,4,256,1
165,10800 - SHA2-384,2267.9 MH/s (250.68ms),128,256,256,1
166,10900 - PBKDF2-HMAC-SHA256 (Iterations: 999),2841.8 kH/s (254.88ms),128,499,256,1
167,11000 - PrestaShop,17755.3 MH/s (127.92ms),128,1024,256,1
168,11100 - PostgreSQL CRAM (MD5),13969.5 MH/s (162.72ms),128,1024,256,1
169,11200 - MySQL CRAM (SHA1),4143.6 MH/s (274.49ms),128,512,256,1
170,11300 - Bitcoin/Litecoin wallet.dat (Iterations: 199999),10020 H/s (283.26ms),128,256,256,1
171,11400 - SIP digest authentication (MD5),6603.6 MH/s (344.57ms),128,1024,256,1
172,11500 - CRC32,10896.0 MH/s (208.70ms),128,1024,256,1
173,11600 - 7-Zip (Iterations: 524288),20577 H/s (210.28ms),128,1024,256,1
174,11700 - GOST R 34.11-2012 (Streebog) 256-bit,84304.3 kH/s (422.04ms),64,32,256,1
175,11800 - GOST R 34.11-2012 (Streebog) 512-bit,84241.2 kH/s (422.34ms),64,32,256,1
176,11900 - PBKDF2-HMAC-MD5 (Iterations: 999),15785.2 kH/s (126.71ms),128,999,256,1
177,12000 - PBKDF2-HMAC-SHA1 (Iterations: 999),5970.1 kH/s (356.75ms),128,999,256,1
178,12001 - Atlassian (PBKDF2-HMAC-SHA1) (Iterations: 9999),623.7 kH/s (355.44ms),128,1024,256,1
179,12100 - PBKDF2-HMAC-SHA512 (Iterations: 999),991.7 kH/s (246.62ms),128,124,256,1
180,12200 - eCryptfs (Iterations: 65535),33332 H/s (260.00ms),128,256,256,1
181,12300 - Oracle T: Type (Oracle 12+) (Iterations: 4095),250.8 kH/s (275.03ms),128,128,256,1
182,"12400 - BSDi Crypt, Extended DES (Iterations: 2899)",2587.4 kH/s (282.15ms),128,1024,256,1
183,12500 - RAR3-hp (Iterations: 262144),65529 H/s (265.27ms),16,16384,256,1
184,12600 - ColdFusion 10+,4015.6 MH/s (283.34ms),128,512,256,1
185,"12700 - Blockchain, My Wallet (Iterations: 10)",82195.1 kH/s (6.99ms),128,10,256,1
186,12800 - MS-AzureSync PBKDF2-HMAC-SHA256 (Iterations: 99),22422.2 kH/s (75.20ms),128,99,256,1
187,12900 - Android FDE (Samsung DEK) (Iterations: 4095),713.2 kH/s (388.30ms),128,512,256,1
188,13000 - RAR5 (Iterations: 32767),89336 H/s (387.90ms),128,512,256,1
189,13100 - Kerberos 5 TGS-REP etype 23,641.1 MH/s (443.81ms),512,128,64,1
190,13200 - AxCrypt (Iterations: 10000),180.4 kH/s (315.03ms),128,256,256,1
191,13300 - AxCrypt in-memory SHA1,14385.1 MH/s (157.96ms),128,1024,256,4
192,13400 - KeePass 1 (AES/Twofish) and KeePass 2 (AES) (Iterations: 6000),218.2 kH/s (869.13ms),1024,512,32,1
193,13500 - PeopleSoft PS_TOKEN,5865.5 MH/s (387.92ms),128,1024,256,1
194,13600 - WinZip (Iterations: 1000),1987.2 kH/s (274.87ms),128,250,256,1
195,13711 - VeraCrypt PBKDF2-HMAC-RIPEMD160 + XTS 512 bit (Iterations: 655331),1796 H/s (478.86ms),128,256,256,1
196,13712 - VeraCrypt PBKDF2-HMAC-RIPEMD160 + XTS 1024 bit (Iterations: 655331),1020 H/s (418.67ms),128,128,256,1
197,13713 - VeraCrypt PBKDF2-HMAC-RIPEMD160 + XTS 1536 bit (Iterations: 655331),706 H/s (301.41ms),128,64,256,1
198,13721 - VeraCrypt PBKDF2-HMAC-SHA512 + XTS 512 bit (Iterations: 500000),2005 H/s (282.16ms),128,128,256,1
199,13722 - VeraCrypt PBKDF2-HMAC-SHA512 + XTS 1024 bit (Iterations: 500000),987 H/s (285.49ms),128,64,256,1
200,13723 - VeraCrypt PBKDF2-HMAC-SHA512 + XTS 1536 bit (Iterations: 500000),657 H/s (428.26ms),128,64,256,1
201,13731 - VeraCrypt PBKDF2-HMAC-Whirlpool + XTS 512 bit (Iterations: 500000),124 H/s (1131.73ms),128,32,256,1
202,13732 - VeraCrypt PBKDF2-HMAC-Whirlpool + XTS 1024 bit (Iterations: 500000),62 H/s (1143.92ms),64,32,256,1
203,13733 - VeraCrypt PBKDF2-HMAC-Whirlpool + XTS 1536 bit (Iterations: 500000),41 H/s (849.87ms),64,16,256,1
204,13741 - VeraCrypt PBKDF2-HMAC-RIPEMD160 + XTS 512 bit + boot-mode (Iterations: 327661),3580 H/s (480.59ms),128,256,256,1
205,13742 - VeraCrypt PBKDF2-HMAC-RIPEMD160 + XTS 1024 bit + boot-mode (Iterations: 327661),2038 H/s (419.67ms),128,128,256,1
206,13743 - VeraCrypt PBKDF2-HMAC-RIPEMD160 + XTS 1536 bit + boot-mode (Iterations: 327661),1395 H/s (305.93ms),128,64,256,1
207,13751 - VeraCrypt PBKDF2-HMAC-SHA256 + XTS 512 bit (Iterations: 500000),2695 H/s (421.28ms),128,256,256,1
208,13752 - VeraCrypt PBKDF2-HMAC-SHA256 + XTS 1024 bit (Iterations: 500000),1354 H/s (418.72ms),128,128,256,1
209,13753 - VeraCrypt PBKDF2-HMAC-SHA256 + XTS 1536 bit (Iterations: 500000),868 H/s (325.52ms),128,64,256,1
210,13761 - VeraCrypt PBKDF2-HMAC-SHA256 + XTS 512 bit + boot-mode (Iterations: 200000),6684 H/s (424.73ms),128,256,256,1
211,13762 - VeraCrypt PBKDF2-HMAC-SHA256 + XTS 1024 bit + boot-mode (Iterations: 200000),3272 H/s (433.06ms),128,128,256,1
212,13763 - VeraCrypt PBKDF2-HMAC-SHA256 + XTS 1536 bit + boot-mode (Iterations: 200000),2148 H/s (329.32ms),128,64,256,1
213,13800 - Windows Phone 8+ PIN/password,1626.4 MH/s (349.63ms),128,256,256,2
214,13900 - OpenCart,3731.6 MH/s (304.70ms),128,512,256,1
215,"14000 - DES (PT = $salt, key = $pass)",42464.4 MH/s (53.16ms),128,1024,256,1
216,"14100 - 3DES (PT = $salt, key = $pass)",2050.7 MH/s (277.42ms),32,1024,256,1
217,14400 - sha1(CX),653.6 MH/s (435.16ms),128,128,256,1
218,14600 - LUKS (Iterations: 163044),18022 H/s (11.25ms),2,1024,256,1
219,14700 - iTunes backup < 10.0 (Iterations: 9999),310.1 kH/s (366.15ms),128,512,256,1
220,14800 - iTunes backup >= 10.0 (Iterations: 9999999),277 H/s (2.94ms),2,250,256,1
221,"14900 - Skip32 (PT = $salt, key = $pass)",9026.6 MH/s (7.01ms),128,1024,256,1
222,15000 - FileZilla Server >= 0.9.55,2189.8 MH/s (259.56ms),128,256,256,1
223,15100 - Juniper/NetBSD sha1crypt (Iterations: 19999),310.5 kH/s (366.23ms),128,1024,256,1
224,"15200 - Blockchain, My Wallet, V2 (Iterations: 5000)",615.8 kH/s (359.50ms),128,512,256,1
225,15300 - DPAPI masterkey file v1 (Iterations: 23999),131.6 kH/s (359.48ms),128,512,256,1
226,15400 - ChaCha20,7415.5 MH/s (306.70ms),128,1024,256,1
227,15500 - JKS Java Key Store Private Keys (SHA1),14849.1 MH/s (153.01ms),128,1024,256,1
228,"15600 - Ethereum Wallet, PBKDF2-HMAC-SHA256 (Iterations: 262143)",11234 H/s (385.53ms),128,512,256,1
229,"15700 - Ethereum Wallet, SCRYPT (Iterations: 1)",0 H/s (0.00ms),128,512,1,1
