id,hash_mode,speed,accel,loops,thr,vec
274,"18800 - Blockchain, My Wallet, Second Password (SHA256) (Iterations: 9999)",801.0 kH/s (83.62ms),16,512,1024,1
275,18900 - Android Backup (Iterations: 9999),462.1 kH/s (72.45ms),4,1024,1024,1
276,19000 - QNX /etc/shadow (MD5) (Iterations: 1000),99824.1 kH/s (22.93ms),32,1000,1024,1
277,19100 - QNX /etc/shadow (SHA256) (Iterations: 1000),46585.0 kH/s (53.15ms),32,1000,1024,1
278,19200 - QNX /etc/shadow (SHA512) (Iterations: 1000),27264.4 kH/s (45.11ms),32,500,1024,1
279,19300 - sha1($salt1.$pass.$salt2),1553.5 MH/s (55.13ms),2,512,1024,1
280,19500 - Ruby on Rails Restful-Authentication,220.4 MH/s (48.57ms),2,64,1024,1
281,"19600 - Kerberos 5, etype 17, TGS-REP (Iterations: 4095)",2275.2 kH/s (73.26ms),8,1024,1024,1
282,"19700 - Kerberos 5, etype 18, TGS-REP (Iterations: 4095)",1122.4 kH/s (74.27ms),8,512,1024,1
283,"19800 - Kerberos 5, etype 17, Pre-Auth (Iterations: 4095)",2274.3 kH/s (73.38ms),8,1024,1024,1
284,"19900 - Kerberos 5, etype 18, Pre-Auth (Iterations: 4095)",1138.1 kH/s (73.34ms),4,1024,1024,1
285,20011 - DiskCryptor SHA512 + XTS 512 bit (Iterations: 999),1261.0 kH/s (46.37ms),4,249,1024,1
286,20012 - DiskCryptor SHA512 + XTS 1024 bit (Iterations: 999),585.7 kH/s (55.67ms),8,62,1024,1
287,20013 - DiskCryptor SHA512 + XTS 1536 bit (Iterations: 999),384.6 kH/s (78.94ms),4,124,1024,1
288,20200 - Python passlib pbkdf2-sha512 (Iterations: 24999),57305 H/s (59.87ms),4,256,1024,1
289,20300 - Python passlib pbkdf2-sha256 (Iterations: 28999),129.4 kH/s (91.46ms),8,512,1024,1
290,20400 - Python passlib pbkdf2-sha1 (Iterations: 130999),70577 H/s (74.23ms),8,1024,1024,1
291,20500 - PKZIP Master Key,222.9 GH/s (12.26ms),32,1024,1024,1
292,20510 - PKZIP Master Key (6 byte optimization),53867.3 MH/s (50.87ms),32,1024,1024,1
293,20600 - Oracle Transportation Management (SHA256) (Iterations: 999),8033.0 kH/s (82.68ms),8,999,1024,1
294,20710 - sha256(sha256($pass).$salt),2660.0 MH/s (64.43ms),2,1024,1024,1
295,20711 - AuthMe sha256,2659.2 MH/s (64.43ms),2,1024,1024,1
296,20800 - sha256(md5($pass)),7368.2 MH/s (93.11ms),16,512,1024,1
297,20900 - md5(sha1($pass).md5($pass).sha1($pass)),6984.3 MH/s (49.05ms),8,512,1024,1
298,21000 - BitShares v0.x - sha512(sha512_bin(pass)),1431.0 MH/s (59.88ms),2,512,1024,1
299,21100 - sha1(md5($pass.$salt)),12482.3 MH/s (54.89ms),16,512,1024,1
300,21200 - md5(sha1($salt).md5($pass)),14931.4 MH/s (91.88ms),32,512,1024,1
301,21300 - md5($salt.sha1($salt.$pass)),8754.6 MH/s (78.35ms),8,1024,1024,1
302,21400 - sha256(sha256_bin($pass)),4389.9 MH/s (78.13ms),4,1024,1024,1
303,21500 - SolarWinds Orion (Iterations: 999),161.1 kH/s (57.79ms),16,7,1024,1
304,21600 - Web2py pbkdf2-sha512 (Iterations: 999),1418.2 kH/s (52.10ms),8,124,1024,1
305,21700 - Electrum Wallet (Salt-Type 4) (Iterations: 1023),1040.5 kH/s (47.78ms),4,255,1024,1
306,21800 - Electrum Wallet (Salt-Type 5) (Iterations: 1023),1059.4 kH/s (39.18ms),2,511,1024,1
307,22000 - WPA-PBKDF2-PMKID+EAPOL (Iterations: 4095),1129.0 kH/s (74.07ms),8,512,1024,1
308,22001 - WPA-PMK-PMKID+EAPOL (Iterations: 0),957.1 MH/s (0.00ms),32,1024,1024,1
309,22100 - BitLocker (Iterations: 1048576),4363 H/s (75.02ms),1,4096,1024,1
310,22200 - Citrix NetScaler (SHA512),2889.1 MH/s (59.23ms),2,1024,1024,1
311,22300 - sha256($salt.$pass.$salt),8537.7 MH/s (80.33ms),16,512,1024,1
312,22301 - Telegram Mobile App Passcode (SHA256),8603.9 MH/s (79.71ms),8,1024,1024,1
313,22400 - AES Crypt (SHA256) (Iterations: 8191),922.9 kH/s (90.14ms),32,256,1024,1
314,22500 - MultiBit Classic .key (MD5),2376.6 MH/s (72.12ms),8,256,1024,1
315,22600 - Telegram Desktop App Passcode (PBKDF2-HMAC-SHA1) (Iterations: 3999),328.7 kH/s (63.58ms),8,128,1024,1
316,22700 - MultiBit HD (scrypt) (Iterations: 1),0 H/s (0.00ms),0,0,16,1
317,22911 - RSA/DSA/EC/OpenSSH Private Keys ($0$),1641.1 MH/s (52.20ms),4,256,1024,1
318,22921 - RSA/DSA/EC/OpenSSH Private Keys ($6$),5469.3 MH/s (62.65ms),4,1024,1024,1
319,"22931 - RSA/DSA/EC/OpenSSH Private Keys ($1, $3$)",3287.9 MH/s (52.11ms),8,256,1024,1
320,22941 - RSA/DSA/EC/OpenSSH Private Keys ($4$),2689.1 MH/s (63.72ms),2,1024,1024,1
321,22951 - RSA/DSA/EC/OpenSSH Private Keys ($5$),2281.5 MH/s (75.16ms),2,1024,1024,1
322,23001 - SecureZIP AES-128,3147.1 MH/s (54.43ms),4,512,1024,1
323,23002 - SecureZIP AES-192,2357.4 MH/s (72.71ms),4,512,1024,1
324,23003 - SecureZIP AES-256,2044.8 MH/s (83.87ms),4,512,1024,1
325,23100 - Apple Keychain (Iterations: 999),4721.8 kH/s (70.18ms),4,999,1024,1
326,23200 - XMPP SCRAM PBKDF2-SHA1 (Iterations: 4095),2234.2 kH/s (74.50ms),16,512,1024,1
327,23300 - Apple iWork (Iterations: 3999),2328.2 kH/s (71.66ms),8,1024,1024,1
328,23400 - Bitwarden (Iterations: 99999),40206 H/s (85.33ms),16,256,1024,1
329,23500 - AxCrypt 2 AES-128 (Iterations: 999),209.9 kH/s (35.40ms),8,124,1024,1
330,23600 - AxCrypt 2 AES-256 (Iterations: 999),109.2 kH/s (66.65ms),4,249,1024,1
331,23700 - RAR3-p (Uncompressed) (Iterations: 262144),146.5 kH/s (71.45ms),16,16384,128,1
332,23800 - RAR3-p (Compressed) (Iterations: 262144),132.7 kH/s (71.60ms),16,16384,128,1
333,99999 - Plaintext,121.4 GH/s (22.55ms),32,1024,1024,1
